order_id,order_status,created_at,
851598,dispatched,24/08/2018,
851599,dispatched,24/08/2018,
851600,dispatched,24/08/2018,
851601,dispatched,25/08/2018,
851602,cancelled,25/08/2018,
851603,cancelled,25/08/2018,
851604,dispatched,25/08/2018,
851605,dispatched,25/08/2018,
851606,dispatched,25/08/2018,
851607,dispatched,25/08/2018,
851608,dispatched,25/08/2018,
851609,dispatched,25/08/2018,
851610,dispatched,25/08/2018,
851611,dispatched,25/08/2018,
851612,dispatched,25/08/2018,
851613,dispatched,25/08/2018,
851614,dispatched,25/08/2018,
851615,dispatched,25/08/2018,
851616,dispatched,25/08/2018,
851617,dispatched,25/08/2018,
851618,dispatched,25/08/2018,
851619,dispatched,25/08/2018,
851620,dispatched,25/08/2018,
851621,cancelled,25/08/2018,
851622,dispatched,25/08/2018,
851623,dispatched,25/08/2018,
851624,dispatched,25/08/2018,
851625,dispatched,25/08/2018,
851626,dispatched,25/08/2018,
851627,dispatched,25/08/2018,
851628,cancelled,25/08/2018,
851629,dispatched,25/08/2018,
851630,dispatched,25/08/2018,
851631,dispatched,25/08/2018,
851632,dispatched,25/08/2018,
851633,dispatched,25/08/2018,
851634,cancelled,25/08/2018,
851635,dispatched,25/08/2018,
851636,dispatched,25/08/2018,
851637,dispatched,25/08/2018,
851638,dispatched,25/08/2018,
851639,dispatched,25/08/2018,
851640,dispatched,25/08/2018,
851641,cancelled,25/08/2018,
851642,dispatched,25/08/2018,
851643,dispatched,25/08/2018,
851644,dispatched,25/08/2018,
851645,dispatched,25/08/2018,
851646,dispatched,25/08/2018,
851647,dispatched,25/08/2018,
851648,dispatched,25/08/2018,
851649,dispatched,25/08/2018,
851650,dispatched,25/08/2018,
851651,dispatched,25/08/2018,
851652,dispatched,25/08/2018,
851653,dispatched,25/08/2018,
851654,dispatched,25/08/2018,
851655,dispatched,25/08/2018,
851656,dispatched,25/08/2018,
851657,cancelled,25/08/2018,
851658,dispatched,25/08/2018,
851659,dispatched,25/08/2018,
851660,dispatched,25/08/2018,
851661,dispatched,25/08/2018,
851662,dispatched,25/08/2018,
851663,dispatched,25/08/2018,
851664,dispatched,25/08/2018,
851665,dispatched,25/08/2018,
851666,cancelled,25/08/2018,
851667,dispatched,25/08/2018,
851668,dispatched,25/08/2018,
851669,cancelled,25/08/2018,
851670,cancelled,25/08/2018,
851671,dispatched,25/08/2018,
851672,dispatched,25/08/2018,
851673,dispatched,25/08/2018,
851674,dispatched,25/08/2018,
851675,cancelled,25/08/2018,
851676,dispatched,25/08/2018,
851677,dispatched,25/08/2018,
851678,dispatched,25/08/2018,
851679,dispatched,25/08/2018,
851680,refunded,25/08/2018,
851681,dispatched,25/08/2018,
851682,dispatched,25/08/2018,
851683,dispatched,25/08/2018,
851684,cancelled,25/08/2018,
851685,dispatched,25/08/2018,
851686,processing,25/08/2018,
851687,dispatched,25/08/2018,
851688,dispatched,25/08/2018,
851689,dispatched,25/08/2018,
851690,dispatched,25/08/2018,
851691,cancelled,25/08/2018,
851692,dispatched,25/08/2018,
851693,dispatched,25/08/2018,
851694,cancelled,25/08/2018,
851695,dispatched,25/08/2018,
851696,cancelled,25/08/2018,
851697,dispatched,25/08/2018,
851698,dispatched,25/08/2018,
851699,dispatched,25/08/2018,
851700,cancelled,25/08/2018,
851701,dispatched,25/08/2018,
851702,dispatched,25/08/2018,
851703,cancelled,25/08/2018,
851704,dispatched,25/08/2018,
851705,dispatched,25/08/2018,
851706,dispatched,25/08/2018,
851707,dispatched,25/08/2018,
851708,dispatched,25/08/2018,
851709,dispatched,25/08/2018,
851710,dispatched,25/08/2018,
851711,dispatched,25/08/2018,
851712,dispatched,25/08/2018,
851713,dispatched,25/08/2018,
851714,dispatched,25/08/2018,
851715,dispatched,25/08/2018,
851716,dispatched,25/08/2018,
851717,dispatched,25/08/2018,
851718,dispatched,25/08/2018,
851719,dispatched,25/08/2018,
851720,dispatched,25/08/2018,
851721,dispatched,25/08/2018,
851722,dispatched,25/08/2018,
851723,dispatched,25/08/2018,
851724,dispatched,25/08/2018,
851725,cancelled,25/08/2018,
851726,dispatched,25/08/2018,
851727,dispatched,25/08/2018,
851728,dispatched,25/08/2018,
851729,cancelled,25/08/2018,
851730,dispatched,25/08/2018,
851731,refunded,25/08/2018,
851732,cancelled,25/08/2018,
851733,dispatched,25/08/2018,
851734,dispatched,25/08/2018,
851735,cancelled,25/08/2018,
851736,dispatched,25/08/2018,
851737,cancelled,25/08/2018,
851738,cancelled,25/08/2018,
851739,cancelled,25/08/2018,
851740,cancelled,25/08/2018,
851741,dispatched,25/08/2018,
851742,refunded,25/08/2018,
851743,cancelled,25/08/2018,
851744,dispatched,25/08/2018,
851745,dispatched,25/08/2018,
851746,dispatched,25/08/2018,
851747,cancelled,26/08/2018,
851748,refunded,26/08/2018,
851749,dispatched,26/08/2018,
851750,cancelled,26/08/2018,
851751,dispatched,26/08/2018,
851752,dispatched,26/08/2018,
851753,partially_refunded,26/08/2018,
851754,cancelled,26/08/2018,
851755,dispatched,26/08/2018,
851756,dispatched,26/08/2018,
851757,dispatched,26/08/2018,
851758,dispatched,26/08/2018,
851759,dispatched,26/08/2018,
851760,cancelled,26/08/2018,
851761,dispatched,26/08/2018,
851762,dispatched,26/08/2018,
851763,dispatched,26/08/2018,
851764,dispatched,26/08/2018,
851765,dispatched,26/08/2018,
851766,cancelled,26/08/2018,
851767,dispatched,26/08/2018,
851768,dispatched,26/08/2018,
851769,dispatched,26/08/2018,
851770,dispatched,26/08/2018,
851771,dispatched,26/08/2018,
851772,dispatched,26/08/2018,
851773,dispatched,26/08/2018,
851774,dispatched,26/08/2018,
851775,dispatched,26/08/2018,
851776,refunded,26/08/2018,
851777,dispatched,26/08/2018,
851778,dispatched,26/08/2018,
851779,dispatched,26/08/2018,
851780,dispatched,26/08/2018,
851781,dispatched,26/08/2018,
851782,refunded,26/08/2018,
851783,dispatched,26/08/2018,
851784,dispatched,26/08/2018,
851785,dispatched,26/08/2018,
851786,cancelled,26/08/2018,
851787,dispatched,26/08/2018,
851788,dispatched,26/08/2018,
851789,dispatched,26/08/2018,
851790,dispatched,26/08/2018,
851791,dispatched,26/08/2018,
851792,dispatched,26/08/2018,
851793,dispatched,26/08/2018,
851794,dispatched,26/08/2018,
851795,dispatched,26/08/2018,
851796,dispatched,26/08/2018,
851797,dispatched,26/08/2018,
851798,dispatched,26/08/2018,
851799,dispatched,26/08/2018,
851800,dispatched,26/08/2018,
851801,dispatched,26/08/2018,
851802,cancelled,26/08/2018,
851803,dispatched,26/08/2018,
851804,dispatched,26/08/2018,
851805,dispatched,26/08/2018,
851806,dispatched,26/08/2018,
851807,refunded,26/08/2018,
851808,dispatched,26/08/2018,
851809,dispatched,26/08/2018,
851810,dispatched,26/08/2018,
851811,cancelled,26/08/2018,
851812,dispatched,26/08/2018,
851813,dispatched,26/08/2018,
851814,dispatched,26/08/2018,
851815,dispatched,26/08/2018,
851816,cancelled,26/08/2018,
851817,dispatched,26/08/2018,
851818,cancelled,26/08/2018,
851819,dispatched,26/08/2018,
851820,dispatched,26/08/2018,
851821,dispatched,26/08/2018,
851822,dispatched,26/08/2018,
851823,dispatched,26/08/2018,
851824,dispatched,26/08/2018,
851825,dispatched,26/08/2018,
851826,cancelled,26/08/2018,
851827,dispatched,26/08/2018,
851828,dispatched,26/08/2018,
851829,dispatched,26/08/2018,
851830,dispatched,26/08/2018,
851831,dispatched,26/08/2018,
851832,dispatched,26/08/2018,
851833,dispatched,26/08/2018,
851834,dispatched,26/08/2018,
851835,dispatched,26/08/2018,
851836,cancelled,26/08/2018,
851837,dispatched,26/08/2018,
851838,cancelled,26/08/2018,
851839,dispatched,26/08/2018,
851840,cancelled,26/08/2018,
851841,cancelled,26/08/2018,
851842,dispatched,26/08/2018,
851843,dispatched,26/08/2018,
851844,dispatched,26/08/2018,
851845,dispatched,26/08/2018,
851846,dispatched,26/08/2018,
851847,refunded,26/08/2018,
851848,dispatched,26/08/2018,
851849,dispatched,26/08/2018,
851850,dispatched,26/08/2018,
851851,dispatched,26/08/2018,
851852,dispatched,26/08/2018,
851853,cancelled,26/08/2018,
851854,dispatched,26/08/2018,
851855,dispatched,26/08/2018,
851856,dispatched,26/08/2018,
851857,dispatched,26/08/2018,
851858,dispatched,26/08/2018,
851859,dispatched,26/08/2018,
851860,dispatched,26/08/2018,
851861,dispatched,26/08/2018,
851862,cancelled,26/08/2018,
851863,dispatched,26/08/2018,
851864,dispatched,26/08/2018,
851865,dispatched,26/08/2018,
851866,dispatched,26/08/2018,
851867,cancelled,27/08/2018,
851868,cancelled,27/08/2018,
851869,cancelled,27/08/2018,
851870,partially_refunded,27/08/2018,
851871,dispatched,27/08/2018,
851872,dispatched,27/08/2018,
851873,processing,27/08/2018,
851874,cancelled,27/08/2018,
851875,dispatched,27/08/2018,
851876,dispatched,27/08/2018,
851877,partially_refunded,27/08/2018,
851878,refunded,27/08/2018,
851879,dispatched,27/08/2018,
851880,dispatched,27/08/2018,
851881,dispatched,27/08/2018,
851882,dispatched,27/08/2018,
851883,dispatched,27/08/2018,
851884,cancelled,27/08/2018,
851885,dispatched,27/08/2018,
851886,dispatched,27/08/2018,
851887,cancelled,27/08/2018,
851888,dispatched,27/08/2018,
851889,refunded,27/08/2018,
851890,dispatched,27/08/2018,
851891,dispatched,27/08/2018,
851892,dispatched,27/08/2018,
851893,dispatched,27/08/2018,
851894,dispatched,27/08/2018,
851895,dispatched,27/08/2018,
851896,dispatched,27/08/2018,
851897,dispatched,27/08/2018,
851898,partially_refunded,27/08/2018,
851899,dispatched,27/08/2018,
851900,dispatched,27/08/2018,
851901,cancelled,27/08/2018,
851902,dispatched,27/08/2018,
851903,dispatched,27/08/2018,
851904,refunded,27/08/2018,
851905,dispatched,27/08/2018,
851906,dispatched,27/08/2018,
851907,dispatched,27/08/2018,
851908,dispatched,27/08/2018,
851909,dispatched,27/08/2018,
851910,cancelled,27/08/2018,
851911,dispatched,27/08/2018,
851912,cancelled,27/08/2018,
851913,dispatched,27/08/2018,
851914,dispatched,27/08/2018,
851915,cancelled,27/08/2018,
851916,dispatched,27/08/2018,
851917,dispatched,27/08/2018,
851918,dispatched,27/08/2018,
851919,dispatched,27/08/2018,
851920,dispatched,27/08/2018,
851921,cancelled,27/08/2018,
851922,dispatched,27/08/2018,
851923,dispatched,27/08/2018,
851924,dispatched,27/08/2018,
851925,dispatched,27/08/2018,
851926,dispatched,27/08/2018,
851927,dispatched,27/08/2018,
851928,dispatched,27/08/2018,
851929,dispatched,27/08/2018,
851930,dispatched,27/08/2018,
851931,dispatched,27/08/2018,
851932,dispatched,27/08/2018,
851933,dispatched,27/08/2018,
851934,dispatched,27/08/2018,
851935,dispatched,27/08/2018,
851936,cancelled,27/08/2018,
851937,dispatched,27/08/2018,
851938,dispatched,27/08/2018,
851939,dispatched,27/08/2018,
851940,dispatched,27/08/2018,
851941,refunded,27/08/2018,
851942,dispatched,27/08/2018,
851943,processing,27/08/2018,
851944,refunded,27/08/2018,
851945,dispatched,27/08/2018,
851946,dispatched,27/08/2018,
851947,cancelled,27/08/2018,
851948,dispatched,27/08/2018,
851949,dispatched,27/08/2018,
851950,dispatched,27/08/2018,
851951,dispatched,27/08/2018,
851952,dispatched,27/08/2018,
851953,dispatched,27/08/2018,
851954,dispatched,27/08/2018,
851955,dispatched,27/08/2018,
851956,dispatched,27/08/2018,
851957,dispatched,27/08/2018,
851958,dispatched,27/08/2018,
851959,dispatched,27/08/2018,
851960,dispatched,27/08/2018,
851961,dispatched,27/08/2018,
851962,dispatched,27/08/2018,
851963,dispatched,27/08/2018,
851964,dispatched,27/08/2018,
851965,dispatched,27/08/2018,
851966,dispatched,27/08/2018,
851967,dispatched,27/08/2018,
851968,dispatched,27/08/2018,
851969,dispatched,27/08/2018,
851970,dispatched,27/08/2018,
851971,processing,27/08/2018,
851972,dispatched,27/08/2018,
851973,dispatched,27/08/2018,
851974,dispatched,27/08/2018,
851975,dispatched,27/08/2018,
851976,dispatched,27/08/2018,
851977,dispatched,27/08/2018,
851978,dispatched,27/08/2018,
851979,cancelled,27/08/2018,
851980,cancelled,27/08/2018,
851981,cancelled,27/08/2018,
851982,dispatched,27/08/2018,
851983,dispatched,27/08/2018,
851984,dispatched,27/08/2018,
851985,dispatched,27/08/2018,
851986,dispatched,27/08/2018,
851987,dispatched,27/08/2018,
851988,dispatched,27/08/2018,
851989,dispatched,27/08/2018,
851990,dispatched,27/08/2018,
851991,cancelled,27/08/2018,
851992,processing,27/08/2018,
851993,dispatched,27/08/2018,
851994,refunded,27/08/2018,
851995,dispatched,27/08/2018,
851996,dispatched,27/08/2018,
851997,dispatched,27/08/2018,
851998,dispatched,27/08/2018,
851999,cancelled,27/08/2018,
852000,dispatched,27/08/2018,
852001,dispatched,27/08/2018,
852002,dispatched,27/08/2018,
852003,cancelled,27/08/2018,
852004,dispatched,27/08/2018,
852005,cancelled,27/08/2018,
852006,dispatched,28/08/2018,
852007,dispatched,28/08/2018,
852008,refunded,28/08/2018,
852009,dispatched,28/08/2018,
852010,dispatched,28/08/2018,
852011,dispatched,28/08/2018,
852012,dispatched,28/08/2018,
852013,dispatched,28/08/2018,
852014,dispatched,28/08/2018,
852015,dispatched,28/08/2018,
852016,dispatched,28/08/2018,
852017,dispatched,28/08/2018,
852018,cancelled,28/08/2018,
852019,dispatched,28/08/2018,
852020,cancelled,28/08/2018,
852021,dispatched,28/08/2018,
852022,dispatched,28/08/2018,
852023,dispatched,28/08/2018,
852024,dispatched,28/08/2018,
852025,dispatched,28/08/2018,
852026,dispatched,28/08/2018,
852027,cancelled,28/08/2018,
852028,dispatched,28/08/2018,
852029,dispatched,28/08/2018,
852030,dispatched,28/08/2018,
852031,dispatched,28/08/2018,
852032,dispatched,28/08/2018,
852033,cancelled,28/08/2018,
852034,dispatched,28/08/2018,
852035,dispatched,28/08/2018,
852036,dispatched,28/08/2018,
852037,dispatched,28/08/2018,
852038,dispatched,28/08/2018,
852039,dispatched,28/08/2018,
852040,dispatched,28/08/2018,
852041,dispatched,28/08/2018,
852042,processing,28/08/2018,
852043,dispatched,28/08/2018,
852044,dispatched,28/08/2018,
852045,dispatched,28/08/2018,
852046,dispatched,28/08/2018,
852047,dispatched,28/08/2018,
852048,cancelled,28/08/2018,
852049,dispatched,28/08/2018,
852050,dispatched,28/08/2018,
852051,cancelled,28/08/2018,
852052,cancelled,28/08/2018,
852053,dispatched,28/08/2018,
852054,cancelled,28/08/2018,
852055,dispatched,28/08/2018,
852056,dispatched,28/08/2018,
852057,dispatched,28/08/2018,
852058,dispatched,28/08/2018,
852059,dispatched,28/08/2018,
852060,dispatched,28/08/2018,
852061,dispatched,28/08/2018,
852062,cancelled,28/08/2018,
852063,dispatched,28/08/2018,
852064,dispatched,28/08/2018,
852065,dispatched,28/08/2018,
852066,dispatched,28/08/2018,
852067,dispatched,28/08/2018,
852068,dispatched,28/08/2018,
852069,dispatched,28/08/2018,
852070,cancelled,28/08/2018,
852071,dispatched,28/08/2018,
852072,dispatched,28/08/2018,
852073,dispatched,28/08/2018,
852074,dispatched,28/08/2018,
852075,dispatched,28/08/2018,
852076,dispatched,28/08/2018,
852077,dispatched,28/08/2018,
852078,dispatched,28/08/2018,
852079,dispatched,28/08/2018,
852080,dispatched,28/08/2018,
852081,dispatched,28/08/2018,
852082,dispatched,28/08/2018,
852083,dispatched,28/08/2018,
852084,dispatched,28/08/2018,
852085,dispatched,28/08/2018,
852086,dispatched,28/08/2018,
852087,dispatched,28/08/2018,
852088,dispatched,28/08/2018,
852089,dispatched,28/08/2018,
852090,dispatched,28/08/2018,
852091,dispatched,28/08/2018,
852092,dispatched,28/08/2018,
852093,dispatched,28/08/2018,
852094,dispatched,28/08/2018,
852095,dispatched,28/08/2018,
852096,cancelled,28/08/2018,
852097,dispatched,28/08/2018,
852098,dispatched,28/08/2018,
852099,dispatched,28/08/2018,
852100,cancelled,28/08/2018,
852101,processing,28/08/2018,
852102,cancelled,28/08/2018,
852103,cancelled,28/08/2018,
852104,dispatched,28/08/2018,
852105,cancelled,28/08/2018,
852106,dispatched,28/08/2018,
852107,dispatched,28/08/2018,
852108,dispatched,28/08/2018,
852109,dispatched,28/08/2018,
852110,dispatched,28/08/2018,
852111,dispatched,28/08/2018,
852112,dispatched,28/08/2018,
852113,dispatched,28/08/2018,
852114,dispatched,28/08/2018,
852115,dispatched,28/08/2018,
852116,dispatched,28/08/2018,
852117,dispatched,28/08/2018,
852118,dispatched,28/08/2018,
852119,dispatched,28/08/2018,
852120,dispatched,28/08/2018,
852121,dispatched,28/08/2018,
852122,dispatched,28/08/2018,
852123,dispatched,28/08/2018,
852124,dispatched,28/08/2018,
852125,dispatched,28/08/2018,
852126,dispatched,28/08/2018,
852127,dispatched,28/08/2018,
852128,dispatched,28/08/2018,
852129,dispatched,28/08/2018,
852130,cancelled,28/08/2018,
852131,cancelled,28/08/2018,
852132,dispatched,28/08/2018,
852133,cancelled,28/08/2018,
852134,dispatched,28/08/2018,
852135,dispatched,28/08/2018,
852136,refunded,28/08/2018,
852137,dispatched,28/08/2018,
852138,dispatched,28/08/2018,
852139,dispatched,28/08/2018,
852140,dispatched,28/08/2018,
852141,dispatched,28/08/2018,
852142,dispatched,28/08/2018,
852143,dispatched,28/08/2018,
852144,dispatched,28/08/2018,
852145,dispatched,28/08/2018,
852146,dispatched,28/08/2018,
852147,dispatched,28/08/2018,
852148,dispatched,28/08/2018,
852149,dispatched,28/08/2018,
852150,dispatched,28/08/2018,
852151,dispatched,28/08/2018,
852152,dispatched,28/08/2018,
852153,dispatched,28/08/2018,
852154,dispatched,28/08/2018,
852155,cancelled,28/08/2018,
852156,dispatched,28/08/2018,
852157,dispatched,28/08/2018,
852158,dispatched,28/08/2018,
852159,dispatched,28/08/2018,
852160,dispatched,28/08/2018,
852161,dispatched,28/08/2018,
852162,dispatched,29/08/2018,
852163,dispatched,29/08/2018,
852164,dispatched,29/08/2018,
852165,cancelled,29/08/2018,
852166,dispatched,29/08/2018,
852167,dispatched,29/08/2018,
852168,dispatched,29/08/2018,
852169,dispatched,29/08/2018,
852170,dispatched,29/08/2018,
852171,dispatched,29/08/2018,
852172,dispatched,29/08/2018,
852173,cancelled,29/08/2018,
852174,dispatched,29/08/2018,
852175,cancelled,29/08/2018,
852176,cancelled,29/08/2018,
852177,dispatched,29/08/2018,
852178,dispatched,29/08/2018,
852179,dispatched,29/08/2018,
852180,dispatched,29/08/2018,
852181,dispatched,29/08/2018,
852182,dispatched,29/08/2018,
852183,dispatched,29/08/2018,
852184,dispatched,29/08/2018,
852185,dispatched,29/08/2018,
852186,dispatched,29/08/2018,
852187,dispatched,29/08/2018,
852188,dispatched,29/08/2018,
852189,cancelled,29/08/2018,
852190,dispatched,29/08/2018,
852191,dispatched,29/08/2018,
852192,dispatched,29/08/2018,
852193,processing,29/08/2018,
852194,dispatched,29/08/2018,
852195,dispatched,29/08/2018,
852196,cancelled,29/08/2018,
852197,dispatched,29/08/2018,
852198,cancelled,29/08/2018,
852199,dispatched,29/08/2018,
852200,dispatched,29/08/2018,
852201,dispatched,29/08/2018,
852202,cancelled,29/08/2018,
852203,dispatched,29/08/2018,
852204,dispatched,29/08/2018,
852205,dispatched,29/08/2018,
852206,dispatched,29/08/2018,
852207,dispatched,29/08/2018,
852208,dispatched,29/08/2018,
852209,cancelled,29/08/2018,
852210,dispatched,29/08/2018,
852211,dispatched,29/08/2018,
852212,dispatched,29/08/2018,
852213,dispatched,29/08/2018,
852214,dispatched,29/08/2018,
852215,dispatched,29/08/2018,
852216,dispatched,29/08/2018,
852217,refunded,29/08/2018,
852218,dispatched,29/08/2018,
852219,cancelled,29/08/2018,
852220,dispatched,29/08/2018,
852221,dispatched,29/08/2018,
852222,cancelled,29/08/2018,
852223,dispatched,29/08/2018,
852224,dispatched,29/08/2018,
852225,dispatched,29/08/2018,
852226,dispatched,29/08/2018,
852227,dispatched,29/08/2018,
852228,dispatched,29/08/2018,
852229,cancelled,29/08/2018,
852230,cancelled,29/08/2018,
852231,dispatched,29/08/2018,
852232,processing,29/08/2018,
852233,dispatched,29/08/2018,
852234,refunded,29/08/2018,
852235,cancelled,29/08/2018,
852236,dispatched,29/08/2018,
852237,refunded,29/08/2018,
852238,dispatched,29/08/2018,
852239,cancelled,29/08/2018,
852240,dispatched,29/08/2018,
852241,refunded,29/08/2018,
852242,dispatched,29/08/2018,
852243,dispatched,29/08/2018,
852244,dispatched,29/08/2018,
852245,cancelled,29/08/2018,
852246,dispatched,29/08/2018,
852247,dispatched,29/08/2018,
852248,dispatched,29/08/2018,
852249,cancelled,29/08/2018,
852250,dispatched,29/08/2018,
852251,dispatched,29/08/2018,
852252,dispatched,29/08/2018,
852253,dispatched,29/08/2018,
852254,cancelled,29/08/2018,
852255,dispatched,29/08/2018,
852256,cancelled,29/08/2018,
852257,dispatched,29/08/2018,
852258,dispatched,29/08/2018,
852259,dispatched,29/08/2018,
852260,cancelled,29/08/2018,
852261,dispatched,29/08/2018,
852262,dispatched,29/08/2018,
852263,dispatched,29/08/2018,
852264,dispatched,29/08/2018,
852265,dispatched,29/08/2018,
852266,dispatched,29/08/2018,
852267,dispatched,29/08/2018,
852268,dispatched,29/08/2018,
852269,dispatched,29/08/2018,
852270,dispatched,29/08/2018,
852271,cancelled,29/08/2018,
852272,dispatched,29/08/2018,
852273,dispatched,29/08/2018,
852274,dispatched,29/08/2018,
852275,cancelled,29/08/2018,
852276,dispatched,29/08/2018,
852277,dispatched,29/08/2018,
852278,dispatched,29/08/2018,
852279,dispatched,29/08/2018,
852280,dispatched,29/08/2018,
852281,dispatched,29/08/2018,
852282,dispatched,29/08/2018,
852283,dispatched,29/08/2018,
852284,dispatched,29/08/2018,
852285,dispatched,29/08/2018,
852286,dispatched,29/08/2018,
852287,dispatched,29/08/2018,
852288,dispatched,29/08/2018,
852289,dispatched,29/08/2018,
852290,dispatched,29/08/2018,
852291,dispatched,29/08/2018,
852292,dispatched,29/08/2018,
852293,dispatched,29/08/2018,
852294,dispatched,29/08/2018,
852295,dispatched,29/08/2018,
852296,dispatched,29/08/2018,
852297,dispatched,29/08/2018,
852298,dispatched,29/08/2018,
852299,cancelled,29/08/2018,
852300,cancelled,29/08/2018,
852301,dispatched,29/08/2018,
852302,dispatched,29/08/2018,
852303,dispatched,29/08/2018,
852304,dispatched,29/08/2018,
852305,dispatched,29/08/2018,
852306,dispatched,29/08/2018,
852307,dispatched,29/08/2018,
852308,dispatched,29/08/2018,
852309,dispatched,29/08/2018,
852310,dispatched,29/08/2018,
852311,dispatched,29/08/2018,
852312,dispatched,29/08/2018,
852313,dispatched,29/08/2018,
852314,dispatched,29/08/2018,
852315,cancelled,29/08/2018,
852316,dispatched,29/08/2018,
852317,dispatched,29/08/2018,
852318,dispatched,29/08/2018,
852319,refunded,29/08/2018,
852320,dispatched,29/08/2018,
852321,dispatched,29/08/2018,
852322,dispatched,29/08/2018,
852323,partially_refunded,29/08/2018,
852324,cancelled,29/08/2018,
852325,cancelled,29/08/2018,
852326,dispatched,29/08/2018,
852327,dispatched,29/08/2018,
852328,dispatched,30/08/2018,
852329,dispatched,30/08/2018,
852330,dispatched,30/08/2018,
852331,dispatched,30/08/2018,
852332,dispatched,30/08/2018,
852333,dispatched,30/08/2018,
852334,dispatched,30/08/2018,
852335,dispatched,30/08/2018,
852336,dispatched,30/08/2018,
852337,dispatched,30/08/2018,
852338,dispatched,30/08/2018,
852339,dispatched,30/08/2018,
852340,dispatched,30/08/2018,
852341,dispatched,30/08/2018,
852342,dispatched,30/08/2018,
852343,dispatched,30/08/2018,
852344,cancelled,30/08/2018,
852345,dispatched,30/08/2018,
852346,cancelled,30/08/2018,
852347,dispatched,30/08/2018,
852348,dispatched,30/08/2018,
852349,dispatched,30/08/2018,
852350,dispatched,30/08/2018,
852351,dispatched,30/08/2018,
852352,dispatched,30/08/2018,
852353,dispatched,30/08/2018,
852354,dispatched,30/08/2018,
852355,dispatched,30/08/2018,
852356,cancelled,30/08/2018,
852357,dispatched,30/08/2018,
852358,dispatched,30/08/2018,
852359,dispatched,30/08/2018,
852360,dispatched,30/08/2018,
852361,cancelled,30/08/2018,
852362,cancelled,30/08/2018,
852363,dispatched,30/08/2018,
852364,refunded,30/08/2018,
852365,dispatched,30/08/2018,
852366,dispatched,30/08/2018,
852367,dispatched,30/08/2018,
852368,dispatched,30/08/2018,
852369,dispatched,30/08/2018,
852370,processing,30/08/2018,
852371,dispatched,30/08/2018,
852372,dispatched,30/08/2018,
852373,dispatched,30/08/2018,
852374,dispatched,30/08/2018,
852375,dispatched,30/08/2018,
852376,dispatched,30/08/2018,
852377,dispatched,30/08/2018,
852378,dispatched,30/08/2018,
852379,dispatched,30/08/2018,
852380,dispatched,30/08/2018,
852381,cancelled,30/08/2018,
852382,dispatched,30/08/2018,
852383,dispatched,30/08/2018,
852384,dispatched,30/08/2018,
852385,dispatched,30/08/2018,
852386,dispatched,30/08/2018,
852387,dispatched,30/08/2018,
852388,dispatched,30/08/2018,
852389,dispatched,30/08/2018,
852390,dispatched,30/08/2018,
852391,dispatched,30/08/2018,
852392,dispatched,30/08/2018,
852393,dispatched,30/08/2018,
852394,dispatched,30/08/2018,
852395,dispatched,30/08/2018,
852396,dispatched,30/08/2018,
852397,dispatched,30/08/2018,
852398,dispatched,30/08/2018,
852399,dispatched,30/08/2018,
852400,dispatched,30/08/2018,
852401,dispatched,30/08/2018,
852402,refunded,30/08/2018,
852403,dispatched,30/08/2018,
852404,dispatched,30/08/2018,
852405,dispatched,30/08/2018,
852406,dispatched,30/08/2018,
852407,cancelled,30/08/2018,
852408,dispatched,30/08/2018,
852409,dispatched,30/08/2018,
852410,cancelled,30/08/2018,
852411,dispatched,30/08/2018,
852412,dispatched,30/08/2018,
852413,dispatched,30/08/2018,
852414,dispatched,30/08/2018,
852415,dispatched,30/08/2018,
852416,dispatched,30/08/2018,
852417,partially_refunded,30/08/2018,
852418,dispatched,30/08/2018,
852419,dispatched,30/08/2018,
852420,refunded,30/08/2018,
852421,dispatched,30/08/2018,
852422,dispatched,30/08/2018,
852423,dispatched,30/08/2018,
852424,dispatched,30/08/2018,
852425,dispatched,30/08/2018,
852426,dispatched,30/08/2018,
852427,cancelled,30/08/2018,
852428,dispatched,30/08/2018,
852429,dispatched,30/08/2018,
852430,dispatched,30/08/2018,
852431,dispatched,30/08/2018,
852432,cancelled,30/08/2018,
852433,cancelled,30/08/2018,
852434,dispatched,30/08/2018,
852435,dispatched,30/08/2018,
852436,dispatched,30/08/2018,
852437,dispatched,30/08/2018,
852438,dispatched,30/08/2018,
852439,dispatched,30/08/2018,
852440,dispatched,30/08/2018,
852441,dispatched,30/08/2018,
852442,cancelled,30/08/2018,
852443,dispatched,30/08/2018,
852444,dispatched,30/08/2018,
852445,dispatched,30/08/2018,
852446,dispatched,30/08/2018,
852447,dispatched,30/08/2018,
852448,dispatched,30/08/2018,
852449,dispatched,30/08/2018,
852450,dispatched,30/08/2018,
852451,dispatched,30/08/2018,
852452,dispatched,30/08/2018,
852453,dispatched,30/08/2018,
852454,dispatched,30/08/2018,
852455,dispatched,30/08/2018,
852456,dispatched,30/08/2018,
852457,dispatched,30/08/2018,
852458,cancelled,30/08/2018,
852459,cancelled,30/08/2018,
852460,dispatched,30/08/2018,
852461,dispatched,30/08/2018,
852462,dispatched,30/08/2018,
852463,dispatched,30/08/2018,
852464,dispatched,30/08/2018,
852465,dispatched,30/08/2018,
852466,dispatched,30/08/2018,
852467,dispatched,30/08/2018,
852468,dispatched,30/08/2018,
852469,cancelled,30/08/2018,
852470,dispatched,30/08/2018,
852471,dispatched,30/08/2018,
852472,dispatched,30/08/2018,
852473,cancelled,30/08/2018,
